weapon,x,y,dmg,dmg_type 
rifle,28.14959902763051,77.4141187829315,24,acid
rifle,43.834707817619254,28.299928366092185,159,thunder
arrow,36.38655583585052,85.94616132812303,177,cold
rifle,75.27076729984611,12.442990950644784,251,thunder
rifle,46.94064024615094,0.7635832431024614,45,thunder
rifle,95.19317680518489,41.689823711516894,334,acid
arrow,71.3572048092102,31.05080897289033,193,cold
magic,37.24339559169798,55.865799689256704,347,lightning
magic,80.28593733243959,49.862817228633126,189,fire
magic,17.655257843924133,51.729008320685224,258,lightning
rifle,72.4024225205364,44.80612546936206,31,poison
rifle,91.22434708798596,42.23391094866757,82,thunder
arrow,18.136608426609158,19.881098263898732,239,acid
rifle,74.07486016472674,15.721640870829,164,cold
bomb,58.71901666799371,37.373755483835694,314,cold
bomb,29.781624739768265,49.49829928869632,306,thunder
magic,54.17643718868843,32.244810235039864,224,poison
magic,17.399850582996624,20.23442501800856,246,cold
bomb,22.581210111215235,20.365807863344145,97,acid
bomb,43.9657025357306,88.03892809862852,283,fire
arrow,4.872698677000664,68.72156409098272,139,poison
bomb,7.713597341453282,67.69738898148928,171,thunder
bomb,69.76055142647138,4.193087228422499,54,acid
arrow,82.63860212298023,16.358999746974867,50,lightning
bomb,50.32835911057943,30.984698323589043,51,cold
bomb,81.94757170934952,2.0194727939429447,275,lightning
bomb,14.815901945677467,83.05188812578909,122,thunder
magic,38.146896538803155,5.1621167259335525,125,acid
magic,88.2455840033022,20.657684610434835,55,cold
arrow,80.8141644830912,19.51871052477229,78,acid
rifle,99.7948176194552,5.004421508385615,5,fire
arrow,41.267763790000785,54.32139677499306,171,fire
magic,10.891993753210894,85.28492507479028,103,cold
rifle,29.095913556542776,16.70199817503383,259,lightning
arrow,98.20145928324541,68.15738564864937,130,thunder
rifle,96.80753166678019,81.65372977973657,230,lightning
magic,69.44187647089858,52.543568751317736,174,fire
rifle,90.6948879714768,4.340561799897513,76,cold
magic,12.080704118703823,68.64720202815451,256,cold
bomb,32.4611454488909,76.27175380366943,3,fire
rifle,95.30693671331643,86.30205992968031,117,thunder
bomb,71.91756019733752,14.002844238036738,336,thunder
rifle,33.473896971947944,37.61294207150199,82,poison
rifle,83.64340337856048,60.98665600104083,293,fire
arrow,2.7292367132712214,43.019468865921255,214,thunder
arrow,82.82633504608104,36.115081537590235,343,lightning
magic,93.31882475500892,32.25461813486979,335,acid
magic,57.782712490087995,99.90056175295679,121,poison
arrow,56.8886747622415,94.40849210134006,216,fire
arrow,26.579066274017126,70.06829958809003,170,lightning
rifle,20.804911731176578,7.763060592273718,248,poison
bomb,49.704246159423334,39.06771992300002,30,fire
bomb,8.3015114155918,88.54136721748716,257,cold
bomb,5.037115618964028,82.9636578919815,32,poison
magic,99.06230384437012,62.41071061431571,215,cold
arrow,88.7779461987007,72.41059930109532,103,fire
magic,12.821805483893357,86.61606584006837,87,acid
rifle,91.36554881852132,91.370198481582,53,thunder
bomb,23.644767379847753,37.96249168263647,319,lightning
arrow,71.64653472699666,98.96619262977882,90,poison
rifle,34.29073317987119,84.70550211055821,280,fire
magic,86.17301418767418,75.49311506011395,28,lightning
magic,50.03477363211047,47.08257569266958,343,lightning
magic,10.200113619223428,97.15608204905763,207,cold
rifle,50.729257034092235,43.25520099779766,267,thunder
rifle,48.1624766903999,89.27178392669369,332,cold
rifle,88.33043179879164,32.662933165170024,5,cold
bomb,60.20297936422261,98.57603197258385,122,acid
arrow,65.97532093062836,25.42233949723316,276,thunder
arrow,86.81367015199586,20.955830217799242,332,lightning
arrow,29.981279103352243,84.91242735709612,160,poison
rifle,99.6978684868726,55.286377802613906,68,poison
rifle,38.020223135866395,85.62800871497032,55,lightning
arrow,78.18833673441257,49.44967217234421,38,lightning
arrow,4.88989393186322,73.67096908204395,113,lightning
bomb,36.21531286963372,97.1499974369685,253,acid
magic,10.854520515921951,14.164437851728906,163,cold
magic,70.61840152300012,53.819035624227986,48,cold
rifle,63.10184770694689,55.306136930890126,152,thunder
rifle,87.31284820843166,5.800337373722309,22,cold
rifle,69.43074006186794,61.00565775777709,32,poison
rifle,80.90428471857572,85.98469771726161,257,fire
magic,58.02224587858107,87.60784908456654,109,poison
magic,28.421575368848096,22.72278515777435,109,acid
arrow,19.353438155552126,96.6847839123147,219,fire
bomb,65.30930534892096,2.93503849941259,110,thunder
bomb,9.726544379126512,53.079045928389675,332,fire
magic,18.2451610887693,23.295440454390793,159,lightning
magic,88.22195932407577,59.15462691162149,27,thunder
arrow,72.88912919911724,82.05368330760572,69,poison
magic,58.977240539509104,76.77931944099838,174,acid
magic,40.41656641678622,26.922719256517524,201,acid
bomb,36.97857447404927,67.05130238150458,280,poison
arrow,61.60926491700178,53.505207677218046,309,thunder
bomb,88.52047390437686,78.21519102850394,303,cold
magic,60.916401656837834,49.32317715944503,76,fire
arrow,8.709605688846345,29.914290160083468,343,acid
rifle,10.579480891026016,23.682489540180452,6,acid
rifle,73.52885061688801,97.58699749962645,82,acid
bomb,59.11960336779276,93.55729522646298,295,cold
bomb,64.6142213475974,19.239401197903085,1,poison
arrow,5.381853734762377,56.97050947775006,182,fire
bomb,24.80611516285348,2.7322095739196084,255,poison
magic,25.42111043370533,93.11984002105035,338,thunder
arrow,20.401628697938502,76.27699209235747,252,lightning
rifle,24.70241815156816,11.505737523339189,113,fire
rifle,30.862118904567048,88.195682458805,321,acid
arrow,45.57756930168768,41.63515218472753,112,poison
bomb,47.14373336978981,89.90346080566289,9,poison
magic,82.68091231864902,82.82631878433989,55,cold
arrow,58.078595454339975,94.2709634142337,243,acid
magic,73.67131009958932,92.89331829120988,130,fire
arrow,79.41628020540824,49.27323602528707,179,fire
magic,44.75819778750607,53.727370750887715,253,fire
rifle,52.14505783170414,68.65719510121373,32,acid
rifle,12.107663986006367,81.08251105463383,129,acid
rifle,51.85557724121512,59.85838365134929,101,poison
rifle,94.29422967489008,96.06166536507098,158,acid
magic,77.68016085909575,56.86399389863717,222,fire
rifle,75.25622319066164,77.1355375213465,41,thunder
rifle,88.6628096461569,28.797432811182546,82,acid
bomb,71.42821597118296,23.805377086863377,184,thunder
rifle,96.01008915473396,24.660211955277955,59,acid
arrow,75.66129685949547,16.466797512307608,214,fire
arrow,2.1471115672515473,59.0005114462872,158,fire
magic,57.11581235181534,14.63373312105566,197,cold
arrow,84.30981920238882,86.20363165749502,200,lightning
arrow,52.78230950467003,34.49536006185782,235,cold
magic,20.92536043218727,43.11499328311142,159,thunder
arrow,80.29414781012665,8.700703617957185,323,cold
magic,36.874851110213505,65.90270371154283,268,acid
arrow,8.59902020014064,97.25236829623509,246,lightning
bomb,15.897753283908923,69.99355568140668,149,cold
bomb,62.539404152821064,2.9621969437614415,305,thunder
arrow,74.82858773640466,66.2512828293534,226,thunder
arrow,51.80751549217377,80.99876818292904,108,poison
magic,77.59170594853184,78.62259812536585,126,thunder
bomb,31.44895486671223,4.665862671672172,301,acid
rifle,65.80502477362803,69.65774562651423,293,thunder
rifle,21.60954669658488,74.5657425024047,256,cold
bomb,4.107116306123992,30.722166988099996,130,lightning
magic,18.741223929702965,41.621564230525756,128,poison
rifle,98.07996291800475,81.12471158781823,156,lightning
bomb,75.52443321714179,18.330224389855932,103,thunder
bomb,45.694229588730764,26.51220234695879,244,fire
rifle,69.34018943701246,95.22300402429148,49,lightning
arrow,11.500681082329212,75.24258508979035,88,thunder
rifle,64.90291854338666,53.54013742913695,156,poison
arrow,76.79957708343804,86.90728320120994,6,thunder
magic,97.04997421500426,77.06366468161406,35,lightning
rifle,2.0318865599326386,3.430849382181944,100,cold
bomb,32.96498341566691,37.92948781774273,254,fire
magic,51.59209129428638,64.16239026714518,45,poison
bomb,35.02713494536954,70.8770945332863,148,cold
arrow,70.89277334053689,59.39461948855376,49,cold
rifle,91.49725986939539,63.84100679603718,45,poison
bomb,39.407241631485334,66.06345117473607,121,lightning
rifle,29.59850577732205,82.1302896094694,226,fire
magic,39.123567844662055,42.816572319584324,57,fire
bomb,80.81239748812065,74.52203203559287,16,cold
bomb,5.047350150597795,69.78069900897378,326,fire
magic,58.69112772096512,81.6465502660253,279,acid
bomb,6.296555012902838,29.888495684547532,223,lightning
magic,94.03636061214617,21.559970872766222,51,fire
rifle,95.74876775384391,72.11338710569869,92,cold
bomb,85.04847125161561,26.361363502315115,92,acid
arrow,38.7135161779038,34.73293118431621,125,acid
rifle,97.47496084357611,42.19354252814358,346,acid
arrow,32.155260665849895,22.031359887615498,344,poison
magic,42.53582134615176,44.10674442845413,251,fire
magic,17.987448834738696,4.102938915697141,261,acid
magic,62.769826779054874,81.0737133716015,332,lightning
arrow,42.791327229618325,41.68313933795179,228,lightning
arrow,67.15932732986981,90.95969104667216,279,poison
magic,21.039448780277624,18.743556015358475,105,acid
bomb,71.04485430557834,58.36907529405858,75,fire
magic,32.54311225605561,4.9582202127987145,141,thunder
arrow,75.53445433505618,55.14574194885816,36,acid
bomb,76.15116236319973,25.503756524292363,190,cold
arrow,69.08611152926608,11.708965560021124,300,fire
magic,75.60887472946175,2.230787334082718,326,thunder
magic,94.70646691681091,84.07075727447845,257,fire
rifle,98.56469962616347,54.47469502078545,191,fire
rifle,27.74152266962655,9.620025243268248,229,cold
magic,14.949351780189913,36.57255549367725,2,cold
magic,48.40827157986784,70.82865019758248,144,poison
magic,47.28487618543694,57.31463405652912,298,acid
bomb,88.86038884678342,7.857927906695683,51,cold
bomb,13.791948907579044,28.956956179742534,69,cold
bomb,28.05370083135703,68.36722819695683,186,poison
rifle,94.4204840032269,3.5908307565750586,210,thunder
magic,3.398279160497364,77.84831426992696,139,acid
arrow,66.38491993373357,18.89624972331022,235,cold
arrow,52.71000737459265,10.026209345351623,176,lightning
rifle,4.812104560368702,99.58010310769257,174,thunder
rifle,99.85327949001224,60.72731470953302,235,fire
arrow,46.14445428224111,89.13723656977947,119,thunder
magic,68.78778331973831,28.24459474519663,190,fire
rifle,12.575828262231658,97.4978369850109,198,acid
arrow,72.14363476964628,51.628590260090846,232,fire
magic,40.719283216910874,24.298062531380705,118,cold
rifle,49.42596333449709,66.72139017661588,25,lightning
rifle,82.29418026923948,36.24155771372975,294,poison
arrow,45.035356658696394,9.167780949705318,293,thunder
bomb,89.33103966373275,57.90673889449426,40,poison
arrow,70.54104428280286,23.12668445539291,344,poison
magic,97.9364448307024,7.490023586571681,137,acid
rifle,71.38282266792183,97.35146458563801,277,cold
magic,51.84408038581768,35.12630301224217,96,lightning
arrow,67.53779026858207,18.076823701384413,82,lightning
bomb,30.687415357934622,75.30681214227646,2,fire
bomb,35.08864147873877,39.9709545271526,202,fire
rifle,33.01437345765253,51.47362318715181,41,lightning
magic,25.776991393653947,99.81934579581754,278,poison
arrow,92.72322623428946,52.55059907948127,1,thunder
bomb,30.800886301296902,88.68806767937929,69,cold
bomb,27.371693677343757,64.29135951252299,40,cold
rifle,93.06402111328774,75.04390323507936,228,thunder
rifle,27.808263089064013,43.344454830060876,200,lightning
arrow,6.060333533169848,53.657790709881205,158,poison
arrow,17.121518625076725,28.04102750681675,95,thunder
rifle,64.19554691789777,48.781835744654,71,thunder
magic,52.85770365143754,91.15023127316611,187,fire
rifle,96.88741291860556,52.552696197131596,234,poison
arrow,41.345784010838535,74.96861035041834,133,thunder
rifle,19.661138502694698,39.17699886821951,162,acid
rifle,13.518969558950033,28.324898908163732,211,cold
bomb,19.99423485451387,95.65704829686668,146,lightning
rifle,24.805552577028735,4.977491048197058,160,acid
bomb,24.853103637996842,10.674588950252772,14,thunder
rifle,81.16300908729063,68.84394111537785,5,poison
rifle,1.1716731785138768,1.089382679308526,272,acid
bomb,62.8678283337353,44.055514519008966,275,thunder
arrow,20.853563634134897,71.32926308600314,58,lightning
bomb,79.47515137251942,7.29653375046796,76,cold
arrow,68.94345178349022,56.90276435622715,219,lightning
arrow,12.223188696398402,95.80943362435097,331,cold
arrow,55.99292779443746,50.6652852919763,31,acid
rifle,51.50916195216527,63.946429389826484,78,poison
magic,24.22768419577359,20.824124293602473,179,thunder
rifle,54.89811424386494,86.85636176990808,52,lightning
arrow,14.763102842843479,86.70724026196264,309,fire
arrow,9.559027590121794,8.49250783604435,159,thunder
rifle,4.18021640832289,60.47191167233048,332,poison
bomb,31.70608031868013,62.3446151193477,207,lightning
bomb,6.663435913882765,72.56269482791963,119,thunder
magic,23.42345158189666,84.67763169808006,89,thunder
magic,70.89453681365855,18.030983642717224,248,poison
rifle,83.9146680426266,14.76419712772058,316,fire
magic,12.675049365615,75.89845116266534,161,fire
rifle,42.70712938853758,37.41242796918646,106,poison
arrow,80.83688731402064,91.05997803653368,239,cold
arrow,18.664873313247842,34.544233664439695,76,acid
bomb,1.4086229119586124,15.846454369708486,40,thunder
arrow,58.48597079436685,85.69650723663904,271,cold
arrow,62.119693130032175,74.73196766436928,82,poison
rifle,93.29335923828663,6.995283596318169,22,cold
bomb,37.76220615371215,38.14529414957464,96,thunder
arrow,94.78589162027282,86.15994520557841,87,fire
magic,76.83513268109948,50.22843797002402,0,cold
bomb,63.12320197061724,39.034627186206286,135,fire
magic,10.944740211264437,29.58442207241806,173,lightning
arrow,85.5814825148359,89.89196304598985,333,poison
rifle,37.779092384107216,67.88496569354432,59,poison
arrow,10.716675903628047,25.43011044784714,290,cold
rifle,87.56274638662404,39.15578166377418,246,poison
arrow,28.35167596533097,34.288823896778084,266,fire
rifle,15.425853183702865,21.517684276798967,204,lightning
rifle,77.05291460908128,28.32131558160601,140,thunder
arrow,64.327013429701,60.39513438281405,336,fire
bomb,41.74530062702985,78.98657632233514,168,poison
bomb,75.84613305443726,18.158621500099457,266,thunder
